Generation,Fitness,HPFitness,ManaFitness,UnweightedManaFitness,SurviveReward,RoundRewards,WinReward
0,788.4938,2.716049,0,0.6983334,300,185.7778,300
1,809.376,10.26495,0,0.793,300,199.1111,300
2,812.5649,13.45374,0,0.791,300,199.1111,300
3,804.501,5.389931,0,0.7850001,300,199.1111,300
4,810.1168,11.00569,0,0.8226668,300,199.1111,300
5,810.4349,11.32377,0,0.8316666,300,199.1111,300
6,822.5797,25.86853,0,0.7906667,300,196.7111,300
7,817.6707,20.42629,0,0.8030001,300,197.2444,300
8,819.8947,21.22804,0,0.768,300,198.6667,300
9,821.9984,34.30945,0,0.8170001,290,197.6889,300
10,827.173,29.03967,0,0.8156668,300,198.1333,300
11,823.7374,25.07077,0,0.8433335,300,198.6667,300
12,821.4341,33.38966,0,0.816,290,198.0444,300
13,822.2465,25.53542,0,0.7906669,300,196.7111,300
14,823.8148,26.57038,0,0.7633333,300,197.2444,300
15,823.0964,23.62969,0,0.8286666,300,199.4667,300
16,834.8467,36.53552,0,0.8693336,300,198.3111,300
17,833.5192,34.94141,0,0.8603333,300,198.5778,300
18,836.2993,37.98815,0,0.8610002,300,198.3111,300
19,839.5695,40.72506,0,0.8626668,300,198.8445,300
20,832.9838,34.13941,0,0.8176668,300,198.8444,300
21,832.4066,33.29546,0,0.8656667,300,199.1111,300
22,834.0117,35.70064,0,0.8486667,300,198.3111,300
23,833.1118,34.00069,0,0.8183334,300,199.1111,300
24,833.646,44.53487,0,0.8653334,290,199.1111,300
25,834.6272,36.04942,0,0.8750001,300,198.5778,300
26,843.813,46.56853,0,0.8340002,300,197.2444,300
27,839.203,40.35858,0,0.8616668,300,198.8445,300
28,841.1318,42.55406,0,0.8683335,300,198.5778,300
29,839.1948,39.90594,0,0.8476667,300,199.2889,300
30,841.4706,42.80394,0,0.8606668,300,198.6667,300
31,842.5174,43.67293,0,0.8833335,300,198.8445,300
32,851.1621,53.29543,0,0.8306668,300,197.8667,300
33,843.2666,56.28886,0,0.8166668,290,196.9778,300
34,852.9661,53.85496,0,0.8500002,300,199.1111,300
35,849.0939,49.80503,0,0.8053335,300,199.2889,300
36,856.2485,57.13735,0,0.8866669,300,199.1111,300
37,855.2251,58.24734,0,0.8133334,300,196.9778,300
38,856.8049,70.36048,0,0.8033335,290,196.4444,300
