Generation,Fitness,HPFitness,ManaFitness,UnweightedManaFitness,SurviveReward,RoundRewards,WinReward
0,803.1679,35.83454,0,0.7830001,270,197.3333,300
1,815.7007,28.45622,0,0.7636667,290,197.2444,300
2,811.6033,37.82553,0,0.8,280,193.7778,300
3,822.8596,29.97069,0,0.8576668,300,192.8889,300
4,814.2493,16.82706,0,0.709,300,197.4222,300
5,816.1755,33.73101,0,0.7356665,290,192.4444,300
6,821.5721,22.37214,0,0.8019999,300,199.2,300
7,820.7941,21.68295,0,0.7499999,300,199.1111,300
8,832.075,32.25271,0,0.782,300,199.8222,300
9,825.0807,25.16955,0,0.7653333,300,199.9111,300
10,833.6325,37.1881,0,0.8393334,300,196.4444,300
11,829.0211,42.57663,0,0.8323334,290,196.4444,300
12,829.9291,29.92908,0,0.6183333,300,200,300
13,828.4042,28.40425,0,0.6166667,300,200,300
14,829.9376,29.93764,0,0.694,300,200,300
15,830.7326,30.7326,0,0.5893334,300,200,300
16,849.199,50.08794,0,0.6933333,300,199.1111,300
17,852.6884,53.57731,0,0.6899999,300,199.1111,300
18,831.0165,51.72766,0,0.682,280,199.2889,300
19,834.3054,34.83872,0,0.7396668,300,199.4667,300
20,832.3281,37.66145,0,0.5873334,300,194.6667,300
21,825.1964,26.08526,0,0.8380002,300,199.1111,300
22,832.7336,33.62253,0,0.6133332,300,199.1111,300
23,832.1077,33.52988,0,0.8453332,300,198.5778,300
24,836.1271,44.12712,0,0.6,300,192,300
25,840.981,44.53661,0,0.8403335,300,196.4444,300
26,849.6901,63.24564,0,0.886,290,196.4444,300
27,852.8751,53.76393,0,0.8413334,300,199.1111,300
28,846.7573,50.31292,0,0.8850001,300,196.4444,300
29,844.2829,44.28288,0,0.9053333,300,200,300
30,849.2413,53.24133,0,0.7183334,300,196,300
31,851.6343,62.43434,0,0.9360002,290,199.2,300
32,848.7113,48.71132,0,0.9123334,300,200,300
33,853.9828,54.87167,0,0.7873335,300,199.1111,300
34,851.0297,59.02969,0,0.7913332,300,192,300
35,853.3381,61.33816,0,0.7989999,300,192,300
36,859.5043,59.50426,0,0.798,300,200,300
37,858.7228,58.72276,0,0.7826667,300,200,300
38,859.7661,59.76613,0,0.7960001,300,200,300
39,862.5432,63.07651,0,0.8180001,300,199.4667,300
40,865.044,65.57735,0,0.8246669,300,199.4667,300
41,865.8121,66.70096,0,0.8736666,300,199.1111,300
42,863.2108,64.09972,0,0.8053334,300,199.1111,300
43,866.988,67.87689,0,0.8030002,300,199.1111,300
44,869.1122,69.11224,0,0.9126668,300,200,300
45,870.2108,70.21082,0,0.9576667,300,200,300
46,867.5765,67.57651,0,0.9053335,300,200,300
47,869.8289,70.7178,0,0.8483335,300,199.1111,300
48,870.9567,71.84554,0,0.8566669,300,199.1111,300
49,867.9028,68.7028,0,0.8650001,300,199.2,300
50,865.7992,66.68811,0,0.8483335,300,199.1111,300
51,870.4982,71.38705,0,0.8213336,300,199.1111,300
52,869.1838,70.07265,0,0.8246669,300,199.1111,300
53,869.4674,70.35632,0,0.8610002,300,199.1111,300
54,868.294,69.1829,0,0.8430002,300,199.1111,300
55,869.884,70.77291,0,0.8106669,300,199.1111,300
56,869.68,69.67999,0,0.9116669,300,200,300
57,868.1414,69.03029,0,0.8553335,300,199.1111,300
58,870.6913,71.58014,0,0.8170003,300,199.1111,300
59,871.0966,71.98553,0,0.8243335,300,199.1111,300
60,869.7324,70.62129,0,0.8553335,300,199.1111,300
61,871.1985,72.08741,0,0.8566669,300,199.1111,300
62,870.8615,71.75034,0,0.8683335,300,199.1111,300
63,869.5947,70.48361,0,0.8616668,300,199.1111,300
64,871.8326,72.72146,0,0.8206669,300,199.1111,300
65,868.5441,69.43295,0,0.8550001,300,199.1111,300
66,872.449,73.33791,0,0.8516667,300,199.1111,300
67,870.4279,71.31675,0,0.8783334,300,199.1111,300
68,870.5845,71.47334,0,0.8500002,300,199.1111,300
69,870.5696,71.45853,0,0.8173336,300,199.1111,300
70,869.9133,70.80222,0,0.8816668,300,199.1111,300
71,869.3709,70.25981,0,0.8340002,300,199.1111,300
72,871.3809,72.26979,0,0.8750002,300,199.1111,300
73,868.7729,69.66177,0,0.8550001,300,199.1111,300
74,872.2944,73.18333,0,0.8273335,300,199.1111,300
75,870.9898,71.87867,0,0.8183335,300,199.1111,300
76,869.725,70.61389,0,0.8193334,300,199.1111,300
77,868.9113,69.53355,0,0.8333335,300,199.3778,300
78,872.2546,73.14345,0,0.8273335,300,199.1111,300
79,872.6299,73.51883,0,0.8193334,300,199.1111,300
80,870.5826,71.47146,0,0.8450001,300,199.1111,300
81,872.9352,73.82409,0,0.8230001,300,199.1111,300
82,869.9329,70.82172,0,0.8273335,300,199.1111,300
83,871.4774,72.36629,0,0.8260001,300,199.1111,300
84,869.725,70.61389,0,0.8193334,300,199.1111,300
85,870.3165,71.20544,0,0.7893332,300,199.1111,300
86,870.8859,71.77476,0,0.8226668,300,199.1111,300
87,871.928,72.81689,0,0.807,300,199.1111,300
88,870.0442,70.93304,0,0.8330001,300,199.1111,300
89,870.8932,71.78216,0,0.886,300,199.1111,300
90,870.183,71.07188,0,0.8136668,300,199.1111,300
91,874.1384,75.0273,0,0.8013334,300,199.1111,300
92,870.4056,71.29453,0,0.8183334,300,199.1111,300
93,871.3097,72.19857,0,0.8216668,300,199.1111,300
94,873.2819,74.17077,0,0.8050001,300,199.1111,300
95,871.0046,71.89349,0,0.8216668,300,199.1111,300
96,873.2967,74.18558,0,0.8116668,300,199.1111,300
97,870.5318,71.42066,0,0.8306667,300,199.1111,300
98,872.1581,73.04694,0,0.8250002,300,199.1111,300
99,871.1509,72.03973,0,0.8656667,300,199.1111,300
100,874.5541,75.44296,0,0.8106667,300,199.1111,300
101,872.2546,73.14345,0,0.8306668,300,199.1111,300
102,872.7348,73.62366,0,0.8150002,300,199.1111,300
103,870.7968,71.68565,0,0.8236669,300,199.1111,300
104,870.2052,71.09411,0,0.8103334,300,199.1111,300
105,870.4205,71.30935,0,0.8183335,300,199.1111,300
106,869.5861,70.47503,0,0.8520001,300,199.1111,300
107,869.8438,70.73261,0,0.8216668,300,199.1111,300
108,869.7398,70.62871,0,0.8226668,300,199.1111,300
109,868.7867,69.67566,0,0.8206668,300,199.1111,300
110,870.6357,71.52458,0,0.8330001,300,199.1111,300
111,870.8679,71.75682,0,0.8556668,300,199.1111,300
112,871.4552,72.34407,0,0.8093335,300,199.1111,300
113,870.517,71.40585,0,0.8273336,300,199.1111,300
114,872.4156,73.30451,0,0.8046668,300,199.1111,300
