Generation,Fitness,HPFitness,ManaFitness,UnweightedManaFitness,SurviveReward,RoundRewards,WinReward
0,794.2316,2.053872,0,0.569,300,192.1778,300
1,794.4404,1.818182,0,0.6089999,300,192.6222,300
2,813.853,20.07517,0,0.656,300,193.7778,300
3,825.0402,30.37351,0,0.6966667,300,194.6667,300
4,825.7753,39.99749,0,0.7886668,300,185.7778,300
5,828.9791,36.97915,0,0.6326665,300,192,300
6,821.3826,21.38256,0,0.6406668,300,200,300
7,836.6298,40.18541,0,0.572,300,196.4444,300
8,828.262,36.26202,0,0.7666667,300,192,300
9,842.8439,43.0217,0,0.8343334,300,199.8222,300
10,841.4744,41.65219,0,0.8223335,300,199.8222,300
11,852.1523,53.04116,0,0.5866666,300,199.1111,300
12,844.2902,44.46794,0,0.8176667,300,199.8222,300
13,840.897,40.98583,0,0.8333333,300,199.9111,300
14,847.6137,47.70261,0,0.8226668,300,199.9111,300
15,842.5882,43.03265,0,0.8136667,300,199.5555,300
16,840.9982,44.55383,0,0.8783334,300,196.4444,300
17,843.3914,44.81365,0,0.6776668,300,198.5778,300
18,857.5464,57.63527,0,0.74,300,199.9111,300
19,851.4076,59.4076,0,0.7586668,300,192,300
20,844.0099,52.00991,0,0.7686667,300,192,300
21,841.3363,44.89189,0,0.8193334,300,196.4444,300
22,852.2484,52.60395,0,0.5926666,300,199.6445,300
23,850.6016,50.86824,0,0.5699999,300,199.7333,300
24,851.7885,63.83296,0,0.5730001,290,197.9556,300
25,852.389,54.78905,0,0.5773334,300,197.6,300
26,855.7571,56.73494,0,0.5689999,300,199.0222,300
27,860.9703,60.97026,0,0.8360001,300,200,300
28,859.8989,60.61007,0,0.6366667,300,199.2889,300
29,856.5683,57.19052,0,0.7976669,300,199.3778,300
30,858.3387,59.13866,0,0.6326666,300,199.2,300
31,864.0142,64.01418,0,0.8003335,300,200,300
32,867.1196,67.6529,0,0.8113335,300,199.4667,300
33,868.8348,69.19036,0,0.7986668,300,199.6445,300
34,858.7958,59.59583,0,0.5479999,300,199.2,300
35,860.1682,70.52369,0,0.8060002,290,199.6444,300
36,860.4562,61.25615,0,0.8276668,300,199.2,300
37,859.1278,59.6611,0,0.626,300,199.4667,300
38,861.2064,62.18417,0,0.6606666,300,199.0222,300
39,856.6898,56.68976,0,0.7843333,300,200,300
40,860.339,61.22788,0,0.7860001,300,199.1111,300
41,863.5858,64.47466,0,0.8246668,300,199.1111,300
42,857.8383,57.83833,0,0.8023335,300,200,300
43,861.3257,61.41454,0,0.6849999,300,199.9111,300
