Generation,Fitness,HPFitness,ManaFitness,UnweightedManaFitness,SurviveReward,RoundRewards,WinReward
0,790.7211,43.61001,0,0.7826666,260,187.1111,300
1,800.1914,32.01361,0,0.8393334,280,188.1778,300
2,800.8532,34.45323,0,0.7616665,280,186.4,300
3,814.9837,19.16147,0,0.5980001,300,195.8222,300
4,816.9482,20.23706,0,0.6040001,300,196.7111,300
5,816.3804,30.60258,0,0.7599999,300,185.7778,300
6,821.7234,22.34568,0,0.7913333,300,199.3778,300
7,837.5389,51.76109,0,0.7540001,300,185.7778,300
8,841.4697,50.09189,0,0.8846667,300,191.3778,300
9,840.4025,48.40246,0,0.849,300,192,300
10,840.6395,51.52833,0,0.8683333,290,199.1111,300
11,836.8801,37.769,0,0.8643335,300,199.1111,300
12,835.8523,37.54114,0,0.7129999,300,198.3111,300
13,831.9464,32.65752,0,0.7989998,300,199.2889,300
14,836.9169,41.8058,0,0.7046667,300,195.1111,300
15,836.1255,48.61444,0,0.8036668,290,197.5111,300
16,833.2836,36.83911,0,0.7513334,300,196.4444,300
17,836.7471,40.30264,0,0.7526667,300,196.4444,300
18,842.5559,42.73369,0,0.8063334,300,199.8222,300
19,846.5143,46.69207,0,0.8183333,300,199.8222,300
20,840.2946,40.29457,0,0.8486667,300,200,300
21,841.311,41.48875,0,0.7836667,300,199.8222,300
22,841.2804,41.28042,0,0.8913335,300,200,300
23,854.3395,55.22837,0,0.7126668,300,199.1111,300
24,847.8864,47.97522,0,0.8566667,300,199.9111,300
25,845.0215,45.91045,0,0.6546667,300,199.1111,300
26,847.2671,50.55599,0,0.652,300,196.7111,300
27,846.0566,56.14551,0,0.7896667,290,199.9111,300
28,848.7866,49.49767,0,0.7970001,300,199.2889,300
29,847.0193,47.90814,0,0.7313333,300,199.1111,300
30,851.8948,51.98374,0,0.8596667,300,199.9111,300
31,850.4734,50.47337,0,0.7973334,300,200,300
32,852.7808,52.78085,0,0.8833334,300,200,300
33,846.4572,46.45718,0,0.8643335,300,200,300
34,856.9044,56.90443,0,0.7770001,300,200,300
35,855.2973,55.29728,0,0.8963334,300,200,300
36,849.902,52.92426,0,0.648,300,196.9778,300
37,853.1308,53.13081,0,0.918,300,200,300
38,846.4552,56.45517,0,0.877,290,200,300
39,848.5023,58.59122,0,0.8756668,290,199.9111,300
40,852.4445,52.53339,0,0.7663334,300,199.9111,300
41,843.0172,43.28381,0,0.8833334,300,199.7333,300
