Generation,Fitness,HPFitness,ManaFitness,UnweightedManaFitness,SurviveReward,RoundRewards,WinReward
0,781.9683,13.96832,0,0.6350001,300,168,300
1,779.4625,11.46254,0,0.6593335,300,168,300
2,813.4713,17.02683,0,0.5749999,300,196.4444,300
3,814.3306,17.88616,0,0.5563333,300,196.4444,300
4,819.9886,34.2108,0,0.7306668,300,185.7778,300
5,820.1909,20.27979,0,0.743,300,199.9111,300
6,818.8574,18.9463,0,0.7286668,300,199.9111,300
7,825.3242,25.32417,0,0.7210001,300,200,300
8,829.8244,33.37997,0,0.7886666,300,196.4444,300
9,825.2294,25.22936,0,0.6506668,300,200,300
10,825.3101,25.31004,0,0.6596668,300,200,300
11,828.8629,28.86285,0,0.6433334,300,200,300
12,829.7076,29.70761,0,0.84,300,200,300
13,856.2761,56.2761,0,0.64,300,200,300
14,853.3361,53.33614,0,0.6433333,300,200,300
15,848.9222,48.92227,0,0.645,300,200,300
16,850.4488,51.33767,0,0.6533332,300,199.1111,300
17,853.4117,54.30055,0,0.5316666,300,199.1111,300
18,857.6127,67.61264,0,0.7613332,290,200,300
19,860.516,61.4049,0,0.8536667,300,199.1111,300
20,862.5233,63.41223,0,0.8453334,300,199.1111,300
21,864.9237,65.81257,0,0.8593334,300,199.1111,300
22,865.5641,65.56406,0,0.882,300,200,300
23,865.4368,66.32568,0,0.6210002,300,199.1111,300
24,870.4693,71.35819,0,0.6250002,300,199.1111,300
25,866.9585,67.8474,0,0.6943335,300,199.1111,300
26,864.1715,65.06039,0,0.7566668,300,199.1111,300
27,869.2867,70.17564,0,0.7320002,300,199.1111,300
28,868.6781,69.56696,0,0.7203335,300,199.1111,300
29,871.7163,72.60522,0,0.6756669,300,199.1111,300
30,872.4058,73.29465,0,0.7066668,300,199.1111,300
31,872.7578,73.64668,0,0.7823335,300,199.1111,300
32,874.7142,75.60305,0,0.6890002,300,199.1111,300
33,873.2745,74.16339,0,0.5820001,300,199.1111,300
34,876.6285,77.51738,0,0.6833335,300,199.1111,300
35,873.673,74.56186,0,0.6850001,300,199.1111,300
36,875.0909,75.97975,0,0.6313335,300,199.1111,300
37,876.3182,77.20706,0,0.6506668,300,199.1111,300
38,870.9816,71.87044,0,0.6950002,300,199.1111,300
39,873.5679,74.45674,0,0.7360002,300,199.1111,300
